#timestamp [ns],static_intensity,static_entropy,static_motion_blur,delta_intensity,delta_entropy,delta_motion_blur
1403638127245096960,1.0,0.9571996331214905,0.2,0,0,0
1403638127295097088,1.0,0.9568576216697693,0.19994924036701087,0.0038277916874449383,0.003420114517211914,0.0025161938587259236
1403638127345096960,0.9997045248900722,0.957148015499115,0.19875916864407553,0.0013633349263076234,0.0029039382934570312,0.05899276618752447
1403638127395097088,1.0,0.9568855166435242,0.1994210993961741,0.005757216866134226,0.002624988555908203,0.032812414023726255
1403638127445096960,0.9984315914848692,0.9570790529251099,0.1985779309148215,0.007243596070201645,0.0019353628158569336,0.04179650698231563
1403638127495097088,0.9982461286717331,0.9569216966629028,0.19857495966017197,0.0008565483363808814,0.0015735626220703125,0.0001472873671781727
1403638127545096960,0.9980878936272471,0.9572321176528931,0.19925999748369416,0.0007307985995672604,0.0031042098999023438,0.03395784924036138
1403638127595097088,0.9992452846812004,0.9570267200469971,0.1995980438814385,0.0053453377798089435,0.002053976058959961,0.01675721867710478
1403638127645096960,0.9986973551268893,0.9572713971138,0.19960944941077882,0.0025305781804077195,0.002446770668029785,0.0005653808191985465
1403638127695097088,0.9992965769235195,0.9568395018577576,0.2,0.0027674681751440884,0.004318952560424805,0.03556888321954221
1403638127745096960,0.998738852870675,0.9571154713630676,0.19986714040470563,0.0025758134557848553,0.002759695053100586,0.006596719429867726
1403638127795097088,0.9995573964526435,0.9570908546447754,0.1997507675220071,0.0037803920448248535,0.0002461671829223633,0.005778124302622256
1403638127845096960,0.9991306093801912,0.957161009311676,0.19972083432035903,0.001971089248116193,0.0007015466690063477,0.0014862376516533438
1403638127895097088,0.999863954884009,0.9568958282470703,0.19996287254888212,0.0033869100800643613,0.002651810646057129,0.012017636222141359
1403638127945096960,0.9990394830529283,0.9572944641113281,0.19912842047864418,0.003807771290447522,0.003986358642578125,0.041432055944735646
1403638127995097088,1.0,0.9570087194442749,0.19955128347933576,0.00475598057956627,0.0028574466705322266,0.02099591351797714
1403638128045096960,0.9989446104408448,0.9573577642440796,0.19880331914957777,0.0048745879044772185,0.003490447998046875,0.03713778305608706
1403638128095097088,0.9998930646046535,0.9571616053581238,0.199921217136366,0.004380679299645222,0.0019615888595581055,0.05550565884018921
1403638128145096960,0.9994622770983347,0.9574579000473022,0.19945111783217198,0.0019897028064052224,0.002962946891784668,0.023341281501516598
1403638128195097088,1.0,0.9572286605834961,0.2,0.003962848203401969,0.0022923946380615234,0.031311548227191954
1403638128245096960,0.9988802782915415,0.9575079679489136,0.19912005205454442,0.005173378802360491,0.0027930736541748047,0.043708865098458505
1403638128295097088,0.9998610800239962,0.9571645259857178,0.19897364089362282,0.004531535696476719,0.003434419631958008,0.007272550285140067
1403638128345096960,0.9991946576403739,0.9574493765830994,0.19942780642006672,0.0030790288397608144,0.002848505973815918,0.022559356869035208
1403638128395097088,1.0,0.9571347236633301,0.19926439808834767,0.004268456858100723,0.003146529197692871,0.008116835505962428
1403638128445096960,0.9992221543773319,0.95751953125,0.1999216680737819,0.0035942564619351127,0.0038480758666992188,0.03264798250280254
1403638128495097088,1.0,0.957207202911377,0.19947487649242113,0.004533808282080958,0.0031232833862304688,0.022193077508368964
1403638128545096960,0.9991441293082185,0.9575017690658569,0.19980175049967402,0.003955597573138006,0.0029456615447998047,0.01623651939980708
1403638128595097088,0.9999294267272644,0.9572353363037109,0.1995923104812638,0.003629427429631513,0.002664327621459961,0.010403326194676765
1403638128645096960,0.9987371973550431,0.9574850797653198,0.19900812821929037,0.005510154345356384,0.002497434616088867,0.029017561565292116
1403638128695097088,0.999638751011359,0.9572325944900513,0.1973856459022011,0.00416673159768378,0.002524852752685547,0.080592108986145
1403638128745096960,0.9983570523375044,0.9577099084854126,0.19565623040506835,0.005923656707114292,0.004773139953613281,0.08590370493361643
1403638128795097088,0.9986382215010772,0.9574453830718994,0.19615597117975994,0.0012994860926420111,0.002645254135131836,0.024823175300312528
1403638128845096960,0.9978660833983142,0.9577748775482178,0.19481657429971785,0.003568608710106914,0.0032949447631835938,0.06653065996164886
1403638128895097088,0.9991595364792404,0.9575239419937134,0.19354519173702323,0.005977982324911703,0.0025093555450439453,0.063152245775836
1403638128945096960,0.9979679159010107,0.9576248526573181,0.1954432148327077,0.005507340667940716,0.0010091066360473633,0.0942787989579108
1403638128995097088,0.9990708632928271,0.9572914242744446,0.19684807107623525,0.005097517730495986,0.0033342838287353516,0.06978216421572703
1403638129045096960,0.9970875529586382,0.9573602676391602,0.1912618352120098,0.009166311710438399,0.0006884336471557617,0.27748008397381896
1403638129095097088,0.9973003732890605,0.9567105770111084,0.18990515744847833,0.0009835966935388342,0.006496906280517578,0.06738903778856331
1403638129145096960,0.9928002383475308,0.9564620852470398,0.16204118637863457,0.0207983788023601,0.002484917640686035,1.3840620446799334
1403638129195097088,0.9861854106453622,0.9559216499328613,0.10505815162476317,0.0305719037427973,0.005404353141784668,2.830467179133244
1403638129245096960,0.9757656673250852,0.9566667079925537,0.07738824749706513,0.048157171154698364,0.007450580596923828,1.37442233151494
1403638129295097088,0.9431077097530625,0.9534744620323181,0.08036345194479816,0.15093604554521242,0.03192245960235596,0.14778466216995356
