#timestamp [ns],static_intensity,static_entropy,static_motion_blur,delta_intensity,delta_entropy,delta_motion_blur
1403638518077829376,1.0,0.9534563422203064,0.2,0,0,0
1403638518127829504,0.9995655942254189,0.9537177085876465,0.1995666577613864,0.001819258886025894,0.002613663673400879,0.026381358335649807
1403638518177829376,1.0,0.9534505605697632,0.2,0.004894824738197769,0.002671480178833008,0.03900289580703431
1403638518227829504,0.9987898963471753,0.9535877704620361,0.1996066456932411,0.005071545323581152,0.0013720989227294922,0.023971764446593102
1403638518277829376,1.0,0.9533531665802002,0.19973028807347923,0.005489159983100718,0.002346038818359375,0.007535003338607904
1403638518327829504,0.9990240147974031,0.9535395503044128,0.19981257749556564,0.004090762307458538,0.0018638372421264648,0.005014874907447453
1403638518377829376,0.9999229560105671,0.9534916877746582,0.1996324656446913,0.003767838714816192,0.0004786252975463867,0.010976360977903443
1403638518427829504,0.9987331375906506,0.953715443611145,0.19992477920406154,0.004987026782745404,0.002237558364868164,0.017814147879822162
1403638518477829376,1.0,0.9533723592758179,0.19963599171291402,0.005443058960826071,0.0034308433532714844,0.017599262532428384
1403638518527829504,0.9982381394364142,0.953676164150238,0.19911466891875984,0.0073849292511638355,0.00303804874420166,0.03177040903676431
1403638518577829376,0.9993827898384684,0.9533951878547668,0.19983724568687522,0.0047978610857163095,0.002809762954711914,0.044035211467658986
1403638518627829504,0.9986288206111945,0.9537432193756104,0.19933017605628656,0.0031603008297318618,0.0034803152084350586,0.030901793964450697
1403638518677829376,0.9995121648957527,0.9534372091293335,0.19973644900546378,0.0037025830424427457,0.0030601024627685547,0.024759051245544228
1403638518727829504,0.9984563291408862,0.9536371231079102,0.19935641842876262,0.004425589919935722,0.0019991397857666016,0.023159790831441818
1403638518777829376,0.9990852349521783,0.9535398483276367,0.19952578457497178,0.0026360910834991318,0.000972747802734375,0.010321497165255433
1403638518827829504,0.9988749714386036,0.9536113739013672,0.1997686041416045,0.0008813303413121218,0.0007152557373046875,0.014797889216733306
1403638518877829376,0.9997083574841187,0.9534671902656555,0.1994787042179641,0.0034931805116914416,0.0014418363571166992,0.017667056298056316
1403638518927829504,0.9985824511035349,0.9535792469978333,0.1999566438717017,0.004719294554798533,0.0011205673217773438,0.029126557412033627
1403638518977829376,0.9999040595264682,0.9535650014877319,0.19941916498747458,0.005539589739860158,0.0001424551010131836,0.032754992093191326
1403638519027829504,0.9983009551447304,0.9536740779876709,0.19954589949357834,0.006719494542331865,0.0010907649993896484,0.007723443408074182
1403638519077829376,0.9996497759624707,0.9535387754440308,0.2,0.005653651893562076,0.0013530254364013672,0.03548700719776532
1403638519127829504,0.9983165751626224,0.9536873698234558,0.1995416691658792,0.005588179784463836,0.0014859437942504883,0.0279494636816513
1403638519177829376,0.9991478699330146,0.9534962177276611,0.1994093498853391,0.0034844148243572495,0.0019115209579467773,0.008068959473197523
1403638519227829504,0.9985358492319728,0.9537672400474548,0.19925199337899174,0.0025653162746561934,0.0027102231979370117,0.009595754053213224
1403638519277829376,0.99947780085639,0.9535079002380371,0.19952556607033456,0.003948238724512201,0.002593398094177246,0.016682730970185577
1403638519327829504,0.9980481432187823,0.9537274837493896,0.19908397090046584,0.00599248358543852,0.0021958351135253906,0.02692890646537993
1403638519377829376,0.9986587955546203,0.9535730481147766,0.19947200152827815,0.0025595807014624616,0.001544356346130371,0.023662488167990325
1403638519427829504,0.99762588637147,0.9538226127624512,0.1994561828200594,0.004329492014350114,0.0024956464767456055,0.000964640338236844
1403638519477829376,0.9985299884979869,0.95361328125,0.19938287571165403,0.003789590605606972,0.0020933151245117188,0.004470339351951846
1403638519527829504,0.9977686610804665,0.9537968635559082,0.1991936856382583,0.003191143062942917,0.0018358230590820312,0.01153699618627213
1403638519577829376,0.9988525612311157,0.9536411762237549,0.19931970853402733,0.004543223279587316,0.0015568733215332031,0.007684999755928068
1403638519627829504,0.9976717395149017,0.953842043876648,0.1996276578713952,0.004949475011081263,0.002008676528930664,0.01877905255286194
1403638519677829376,0.9986435628098993,0.9535166621208191,0.19981278993266868,0.004073447369514394,0.0032538175582885742,0.011289534627969555
1403638519727829504,0.9976871788053139,0.9537633061408997,0.19938693458027268,0.004008732788951823,0.002466440200805664,0.025969076962193416
1403638519777829376,0.9985628292628772,0.9536630511283875,0.19927137272317794,0.0036703339705233037,0.0010025501251220703,0.007047075359982724
1403638519827829504,0.9974835763902784,0.9538764953613281,0.19954667699801565,0.0045237439744018814,0.0021344423294067383,0.016788324629610774
1403638519877829376,0.9983140707961174,0.9536364078521729,0.1989928094998571,0.0034810600551307062,0.0024008750915527344,0.03377538313328765
1403638519927829504,0.9977098730131274,0.9538560509681702,0.19949673352545375,0.002532526110925876,0.0021964311599731445,0.03072978120431724
1403638519977829376,0.9984172403688389,0.9536881446838379,0.1993079199502739,0.0029649666860588966,0.001679062843322754,0.011514036955893037
1403638520027829504,0.9978278106027649,0.9537855386734009,0.19883119882284184,0.002470625207778973,0.0009739398956298828,0.029070921800400384
1403638520077829376,0.9987351658239172,0.9537061452865601,0.19942296735577913,0.0038032261192373846,0.0007939338684082031,0.036086625398010774
1403638520127829504,0.9975042567776031,0.9538295865058899,0.19935137182081353,0.005159418633643996,0.0012344121932983398,0.004365965925308135
1403638520177829376,0.9981893430168838,0.9537147283554077,0.19929123133158363,0.0028715742395282197,0.0011485815048217773,0.0036674260040836515
1403638520227829504,0.9976232012774852,0.9538360238075256,0.1992290555475421,0.0023730122451236886,0.0012129545211791992,0.003791540277406913
1403638520277829376,0.9986678061103962,0.9536536931991577,0.19928326170406474,0.004378514932402273,0.0018233060836791992,0.003305544576674979
1403638520327829504,0.9977865531009609,0.9538507461547852,0.19920206192652382,0.0036938173551085535,0.001970529556274414,0.004951642055004424
1403638520377829376,0.9985748605493857,0.9535577297210693,0.1992722491736847,0.003304231251384927,0.002930164337158203,0.004280087154078238
1403638520427829504,0.9977386345006177,0.9536871314048767,0.19904593272615023,0.0035050845315268316,0.0012940168380737305,0.013800998885573623
1403638520477829376,0.999078160762257,0.9535439610481262,0.19955950699007452,0.005614693283189547,0.0014317035675048828,0.03131826220009293
1403638520527829504,0.9985941209350839,0.9537434577941895,0.19908148733520137,0.0020288778535025435,0.0019949674606323242,0.02915010727703171
1403638520577829376,0.9992269252962963,0.95343017578125,0.19949518204064148,0.002652432056183922,0.0031328201293945312,0.025227508786682673
1403638520627829504,0.9976714555145763,0.953736424446106,0.1993415743567566,0.006519831664173555,0.0030624866485595703,0.009367147183538815
