#timestamp [ns],static_intensity,static_entropy,static_motion_blur,delta_intensity,delta_entropy,delta_motion_blur
1403636579763555584,1.0,0.9322694540023804,0.2,0,0,0
1403636579813555456,1.0,0.9342409372329712,0.1612890797304114,0.056390207709996074,0.019714832305908203,6.006877900652161
1403636579863555584,1.0,0.9392290115356445,0.11578314747481887,0.1147942509211548,0.0498807430267334,7.0612782365041475
1403636579913555456,1.0,0.944995105266571,0.09177028403637134,0.1668497721354168,0.05766093730926514,3.7261407818585446
1403636579963555584,1.0,0.9495745897293091,0.09255558631442475,0.19041724238835306,0.04579484462738037,0.12185747242688505
1403636580013555456,1.0,0.9532014727592468,0.10136370852947266,0.202497658154643,0.03626883029937744,1.3667800794025653
1403636580063555584,1.0,0.9559036493301392,0.10383896283215398,0.2010192871093752,0.02702176570892334,0.38409188584832776
1403636580113555456,1.0,0.9581917524337769,0.11506507232138329,0.21208905159158914,0.022881031036376953,1.7419856859907656
1403636580163555584,1.0,0.9595881700515747,0.11037920571280134,0.20480270926833996,0.013964176177978516,0.7271185593231055
1403636580213555456,0.9952731885920774,0.969846785068512,0.09719191656386002,0.02382264915087558,0.10258615016937256,2.046307223042607
1403636580263555584,1.0,0.9709192514419556,0.09114839949531646,0.09038527468417588,0.010724663734436035,0.9377888427459546
1403636580313555456,1.0,0.9704777002334595,0.07561679474070229,0.0751435841228942,0.0044155120849609375,2.4100809981376203
1403636580363555584,1.0,0.9701167345046997,0.06700686043373265,0.03934484170683816,0.0036096572875976562,1.336026727198043
1403636580413555456,1.0,0.973507285118103,0.05874461112523058,0.07770338126108145,0.0339055061340332,1.2820755082877577
1403636580463555584,1.0,0.975949764251709,0.05801301035173778,0.056760314508532056,0.02442479133605957,0.11352446513255066
1403636580513555456,1.0,0.976044774055481,0.07010154019122446,0.013892207585327623,0.0009500980377197266,1.8758097776671223
1403636580563555584,0.999625802224524,0.9760977029800415,0.14356059943633262,0.0020091821115901043,0.0005292892456054688,10.0
1403636580613555456,1.0,0.9763350486755371,0.08591042804028907,0.011579364749555815,0.0023734569549560547,8.945732576648549
1403636580663555584,1.0,0.966096043586731,0.06988373265317287,0.17223785616827383,0.10239005088806152,2.486905546830478
1403636580713555456,0.9933098400375783,0.9664222598075867,0.06247285408853281,0.0371378364292444,0.003262162208557129,1.1499660138362877
1403636580763555584,0.9753527625287098,0.9674793481826782,0.06058575995724074,0.09968177308427512,0.010570883750915527,0.29282548580003454
1403636580813555456,0.9371837696826534,0.9678083062171936,0.0615880631572891,0.21188040658937296,0.0032895803451538086,0.15553009073910662
1403636580863555584,0.8806804341551698,0.9640885591506958,0.0606857362776972,0.3136564214178853,0.03719747066497803,0.14001649546014905
1403636580913555456,0.8244713545451416,0.9599642157554626,0.06637422236329747,0.3120229734596637,0.04124343395233154,0.8826977276126313
1403636580963555584,0.7710159870795646,0.9558061957359314,0.0742810011547187,0.29673680515153994,0.0415802001953125,1.226916189456897
1403636581013555456,0.727251745450891,0.950131356716156,0.07999361039034739,0.24294026692708373,0.056748390197753906,0.8864409818620933
1403636581063555584,0.6932261582086611,0.9442182183265686,0.084607023660534,0.1888798923357153,0.05913138389587402,0.7158757793993908
1403636581113555456,0.6638077795735824,0.9382374882698059,0.0799570996915762,0.1633047550282581,0.05980730056762695,0.7215412429961909
1403636581163555584,0.6303367050725809,0.9318528175354004,0.08404402131413768,0.1858017292428526,0.06384670734405518,0.6341786505020997
1403636581213555456,0.595850219566108,0.9257783889770508,0.07850319453850689,0.19143839085355716,0.060744285583496094,0.8597850342510638
1403636581263555584,0.5974269275356301,0.9132888317108154,0.09268558782045049,0.00875248469359496,0.12489557266235352,2.2007202151324634
1403636581313555456,0.5684404777535489,0.9102904796600342,0.10656846447710111,0.16090706899656498,0.0299835205078125,2.154243412596628
1403636581363555584,0.5491356792902923,0.9070510268211365,0.17795889725582273,0.10716312489611007,0.03239452838897705,10.0
1403636581413555456,0.6041131885194184,0.8941047191619873,0.2,0.30518638664948994,0.1294630765914917,7.492248449799983
1403636581463555584,0.6168804915286403,0.8937415480613708,0.13972340851219667,0.07087274646082684,0.0036317110061645508,10.0
1403636581513555456,0.6454057506230811,0.8919328451156616,0.10630196538453518,0.1583469472032911,0.018087029457092285,5.866567929122879
1403636581563555584,0.651594404458794,0.899115800857544,0.08972728357181285,0.03435391906305423,0.07182955741882324,2.909404491796306
1403636581613555456,0.6907175358610996,0.8959251642227173,0.08972093451532032,0.21717693788785453,0.0319063663482666,0.0011144692662434785
1403636581663555584,0.7231746614736171,0.8965150117874146,0.09625418984126083,0.18017318400930893,0.005898475646972656,1.1468022497272612
1403636581713555456,0.5997857316292067,0.9462842345237732,0.08182236119220808,0.6849459384350071,0.4976922273635864,2.533262935048304
1403636581763555584,0.6217609405584137,0.9513745307922363,0.08996056154260486,0.12198687614278612,0.05090296268463135,1.42852314886724
1403636581813555456,0.6501662865649872,0.9574246406555176,0.08161226019258995,0.1576812960577349,0.0605010986328125,1.465402818650745
1403636581863555584,0.7690078181344809,0.9528453946113586,0.08318452529615093,0.6597028150626103,0.045792460441589355,0.27598449287175697
1403636581913555456,0.8167481212040396,0.9578097462654114,0.07177028420659412,0.2650118347600844,0.049643516540527344,2.003576579727302
1403636581963555584,0.8647352101261933,0.9617499709129333,0.0647776395521052,0.2663817710064827,0.03940224647521973,1.227440260825372
1403636582013555456,0.9121856436292589,0.962970495223999,0.060926452708033235,0.26340273593334435,0.012205243110656738,0.6760105822537965
1403636582063555584,0.942570715531786,0.9649988412857056,0.05903355223679847,0.1686709789519614,0.02028346061706543,0.3322665976795136
1403636582113555456,0.9686214293519205,0.9636037349700928,0.05712857555344936,0.14461046584109066,0.01395106315612793,0.3343863720538498
1403636582163555584,0.9497162372087913,0.970294713973999,0.06366760818296988,0.1049448649088542,0.0669097900390625,1.1478163574595257
1403636582213555456,0.9595177626256969,0.9685640931129456,0.0899851293654624,0.05440937880928634,0.017306208610534668,4.619594825797266
1403636582263555584,0.9597299255480282,0.9678473472595215,0.14909541302576987,0.001177740435228205,0.007167458534240723,10.0
1403636582313555456,0.9575060845998434,0.9697025418281555,0.08846723284214486,0.012344793225010812,0.018551945686340332,10.0
1403636582363555584,0.9475635916104508,0.9723383188247681,0.06224233034757559,0.05519190578595902,0.02635776996612549,4.603337184793181
1403636582413555456,0.9291292791168657,0.9737577438354492,0.055529446490381065,0.10233095858959487,0.014194250106811523,1.1783329941234544
1403636582463555584,0.8942285466254973,0.9735264182090759,0.057408656195408594,0.19373792283078461,0.00231325626373291,0.3298634156969271
1403636582513555456,0.8526455496034397,0.9698607921600342,0.06469340346441525,0.23083193082336026,0.03665626049041748,1.278713924377155
1403636582563555584,0.8055323777521549,0.9669830203056335,0.07410915755562221,0.26153055826822946,0.028777718544006348,1.6527760566468186
1403636582613555456,0.7685063899873449,0.9639747142791748,0.08241938549076322,0.20553545579842594,0.030083060264587402,1.4587196759211407
1403636582663555584,0.7316749027716571,0.9604789614677429,0.08842957869369211,0.20445576119930203,0.03495752811431885,1.0549875586596813
1403636582713555456,0.701097942635692,0.9561981558799744,0.08733603486852182,0.16973617229055848,0.04280805587768555,0.191953085608223
1403636582763555584,0.6964520171707119,0.9438469409942627,0.08478428542271316,0.025790058974678592,0.1235121488571167,0.44791636928293466
1403636582813555456,0.6690897844127996,0.9388641119003296,0.07161333087417959,0.15189085615442185,0.049828290939331055,2.311937855442585
1403636582863555584,0.6373007292942058,0.9336374998092651,0.06497878424359882,0.17646464895694822,0.05226612091064453,1.164582221616317
1403636582913555456,0.6201993216362025,0.9216786623001099,0.06843653308796326,0.0949318527329892,0.11958837509155273,0.6069492092195428
1403636582963555584,0.581159102014534,0.9165244102478027,0.07134160786930552,0.2167166851936504,0.05154252052307129,0.5099366439332642
1403636583013555456,0.5485896468275911,0.911541223526001,0.08394962489617207,0.1807967382119903,0.04983186721801758,2.213123713931795
1403636583063555584,0.5864826894608756,0.8965548276901245,0.14113403484357712,0.21034857567320472,0.14986395835876465,10.0
1403636583113555456,0.5754522254736454,0.8963163495063782,0.1915650830167928,0.0612313561405697,0.002384781837463379,8.852315823554896
1403636583163555584,0.5753288617896878,0.8957006931304932,0.18658441701400486,0.0006848057956555624,0.006156563758850098,0.8742715066497153
1403636583213555456,0.6125827448556145,0.8897675275802612,0.1713782250460948,0.20680052845190555,0.059331655502319336,2.669189292104308
1403636583263555584,0.6313451174114056,0.8876312971115112,0.15757250985607332,0.10415205718777708,0.0213623046875,2.4233593284112454
1403636583313555456,0.6571937081791897,0.8843392133712769,0.13667481089597883,0.14348845786236714,0.03292083740234375,3.668236887421714
1403636583363555584,0.5547821996419373,0.9230813980102539,0.09730073783840654,0.568497894503546,0.3874218463897705,6.9114512307612985
1403636583413555456,0.5843592277176051,0.9295864105224609,0.09092684639515954,0.16418543605939692,0.06505012512207031,1.118828620949499
1403636583463555584,0.6148272893803421,0.9366416931152344,0.08520075757402167,0.1691316645196146,0.07055282592773438,1.0051178493125401
1403636583513555456,0.6884908876482988,0.926954448223114,0.08737758850471608,0.40891498538619186,0.09687244892120361,0.3821057779089432
1403636583563555584,0.7225528133713912,0.9325999021530151,0.0827806491283614,0.18908161136275528,0.05645453929901123,0.8069148006096727
1403636583613555456,0.7676907236572575,0.9372315406799316,0.07117211960229022,0.25056565737893416,0.04631638526916504,2.037680622042317
1403636583663555584,0.7947419933742706,0.9555202722549438,0.058939673572791985,0.15016466505984058,0.18288731575012207,2.1471985903560853
1403636583713555456,0.8517585124694698,0.9602750539779663,0.05562961010021849,0.3165051615830005,0.04754781723022461,0.5810255451084567
1403636583763555584,0.9022383159063609,0.9622730016708374,0.0552660201344712,0.28021911188220316,0.019979476928710938,0.06382205652390116
1403636583813555456,0.9060531740756519,0.9729512333869934,0.05324640909371299,0.02117671019641995,0.10678231716156006,0.3545084907242768
1403636583863555584,0.9290259561830831,0.9731501340866089,0.057261845579257835,0.12752451795212813,0.001989006996154785,0.7048418231835785
1403636583913555456,0.9471876910804138,0.9701223373413086,0.06204497978744888,0.10081784945007806,0.03027796745300293,0.8395981477903214
1403636583963555584,0.9617638472469848,0.9715264439582825,0.06760431442543949,0.08091389541084906,0.01404106616973877,0.9758469785376889
1403636584013555456,0.9698778167318233,0.9729596376419067,0.08976527929046783,0.04504156450853166,0.014331936836242676,3.8899818077571724
1403636584063555584,0.9705338978664495,0.973139762878418,0.12384262795747825,0.0036419807596407274,0.0018012523651123047,5.981701030556601
1403636584113555456,0.9705405846148057,0.9730318784713745,0.11771208596129348,3.711889821676837e-05,0.0010788440704345703,1.0761127496972644
1403636584163555584,0.9628586609523235,0.9721925258636475,0.08790475301489303,0.042643229166666956,0.008393526077270508,5.2321721371543894
1403636584213555456,0.9503985584696196,0.9708291292190552,0.07861551661068121,0.06916744151013936,0.013633966445922852,1.6305680208610118
1403636584263555584,0.9342621675182522,0.9735128879547119,0.06976951493871753,0.08957493558843149,0.026837587356567383,1.5527656753624042
1403636584313555456,0.9166772475199328,0.9734259843826294,0.07099193184259288,0.09761588455091874,0.0008690357208251953,0.2145745704905666
1403636584363555584,0.8942718057934339,0.9722346067428589,0.0753756307898999,0.12437514717697286,0.011913776397705078,0.7694840571954797
1403636584413555456,0.86014461116802,0.9697076082229614,0.06833563203793516,0.18944392643921754,0.02526998519897461,1.2357524701008082
1403636584463555584,0.816246283664147,0.9680441617965698,0.0665587431049392,0.24368459282191957,0.016634464263916016,0.31190273825428383
