Satir_No,Timestamp [ns],static_inv_entropy,static_pose_chi2_error,static_culled_keyframes,norm_static_inv_entropy,norm_static_pose_chi2_error,norm_static_culled_keyframes,scaled_norm_static_inv_entropy,scaled_norm_static_pose_chi2_error,scaled_norm_static_culled_keyframes,combined_value,theta_p_raw,theta_p,sigma_p
1,1403636581263555584,0.08671116828918457,1.209837836,0.0,-0.4777905568911161,0.18340987548872179,0.0,-0.4777905568911161,0.18340987548872179,0.0,0.18340987548872179,0.11715580646900081,0.0,1.0
2,1403636581313555456,0.08970952033996582,1.154519496,0.0,-0.47432425394223604,0.1667727807518797,0.0,-0.47432425394223604,0.1667727807518797,0.0,0.1667727807518797,0.10562049571305344,0.0,1.0
3,1403636581363555584,0.09294897317886364,1.129145577,0.0,-0.47057922175853917,0.15914152691729325,0.0,-0.47057922175853917,0.15914152691729325,0.0,0.15914152691729325,0.10039323755898649,0.0,1.0
4,1403636581413555456,0.1058952808380127,1.217492186,0.0,-0.455612392094783,0.18571193563909777,0.0,-0.455612392094783,0.18571193563909777,0.0,0.18571193563909777,0.11876710550985803,0.0,1.0
5,1403636581463555584,0.10625845193862915,1.166392171,0.0,-0.4551925411114114,0.17034351007518797,0.0,-0.4551925411114114,0.17034351007518797,0.0,0.17034351007518797,0.1080801078982563,0.0,1.0
6,1403636581513555456,0.10806715488433838,1.073683325,0.0,-0.45310155504700766,0.14246115037593984,0.0,-0.45310155504700766,0.14246115037593984,0.0,0.14246115037593984,0.08910545390636528,0.0,1.0
7,1403636581563555584,0.10088419914245605,0.979099361,0.0,-0.46140555012432827,0.11401484541353382,0.0,-0.46140555012432827,0.11401484541353382,0.0,0.11401484541353382,0.07028460700461518,0.0,1.0
8,1403636581613555456,0.10407483577728271,1.086063471,0.0,-0.45771695285863273,0.14618450255639096,0.0,-0.45771695285863273,0.14618450255639096,0.0,0.14618450255639096,0.09160878663559138,0.0,1.0
9,1403636581663555584,0.10348498821258545,0.95766733,0.0,-0.4583988575577047,0.1075691218045113,0.0,-0.4583988575577047,0.1075691218045113,0.0,0.1075691218045113,0.06609383165395996,0.0,1.0
10,1403636581713555456,0.05371576547622681,0.83154908,0.0,-0.5159355312413563,0.0696388210526316,0.0,-0.5159355312413563,0.0696388210526316,0.0,0.0696388210526316,0.04197267446458091,0.0,1.0
11,1403636581763555584,0.04862546920776356,0.878808787,0.0,-0.521820266811834,0.08385226676691729,0.0,-0.521820266811834,0.08385226676691729,0.0,0.08385226676691729,0.050904470556274055,0.0,1.0
12,1403636581813555456,0.04257535934448242,0.972700949,0.0,-0.5288146134745868,0.11209051097744362,0.0,-0.5288146134745868,0.11209051097744362,0.0,0.11209051097744362,0.06903064500508509,0.0,1.0
13,1403636581863555584,0.04715460538864136,0.945555709,0.0,-0.5235206874119753,0.10392652902255638,0.0,-0.5235206874119753,0.10392652902255638,0.0,0.10392652902255638,0.06373746882869288,0.0,1.0
14,1403636581913555456,0.04219025373458862,1.044462371,0.0,-0.5292598222721518,0.1336728935338346,0.0,-0.5292598222721518,0.1336728935338346,0.0,0.1336728935338346,0.08323365076397428,0.0,1.0
15,1403636581963555584,0.03825002908706676,1.201087747,0.0,-0.5338149952750674,0.18077826977443612,0.0,-0.5338149952750674,0.18077826977443612,0.0,0.18077826977443612,0.1153183840978616,0.0,1.0
16,1403636582013555456,0.03702950477600098,1.414727302,0.0,-0.5352260060393053,0.245030767518797,0.0,-0.5352260060393053,0.245030767518797,0.0,0.245030767518797,0.1615920150284032,0.0,1.0
17,1403636582063555584,0.035001158714294434,1.378891948,0.0,-0.5375709147811625,0.234253217443609,0.0,-0.5375709147811625,0.234253217443609,0.0,0.234253217443609,0.15362119599886911,0.0,1.0
18,1403636582113555456,0.03639626502990723,1.30039498,0.0,-0.5359580751099339,0.2106451067669173,0.0,-0.5359580751099339,0.2106451067669173,0.0,0.2106451067669173,0.13645850575765334,0.0,1.0
19,1403636582163555584,0.029705286026000977,1.227875075,0.0,-0.5436933109526,0.1888346090225564,0.0,-0.5436933109526,0.1888346090225564,0.0,0.1888346090225564,0.12095871962804958,0.0,1.0
20,1403636582213555456,0.03143590688705444,1.206214833,0.0,-0.5416925931941567,0.18232025052631579,0.0,-0.5416925931941567,0.18232025052631579,0.0,0.18232025052631579,0.11639442911365461,0.0,1.0
21,1403636582263555584,0.032152652740478405,1.393519617,0.0,-0.5408639852711232,0.23865251639097743,0.0,-0.5408639852711232,0.23865251639097743,0.0,0.23865251639097743,0.15686443984750373,0.0,1.0
22,1403636582313555456,0.03029745817184437,1.059031984,0.0,-0.5430087188764805,0.13805473203007518,0.0,-0.5430087188764805,0.13805473203007518,0.0,0.13805473203007518,0.08615489064372459,0.0,1.0
23,1403636582363555584,0.027661681175232045,1.040011553,0.0,-0.5460558599130265,0.13233430165413534,0.0,-0.5460558599130265,0.13233430165413534,0.0,0.13233430165413534,0.08234380128646836,0.0,1.0
24,1403636582413555456,0.02624225616455078,1.319791606,0.0,-0.5476968136826003,0.21647867849624056,0.0,-0.5476968136826003,0.21647867849624056,0.0,0.21647867849624056,0.1406617972846722,0.0,1.0
25,1403636582463555584,0.02647358179092396,1.254554121,0.0,-0.5474293852128047,0.1968583822556391,0.0,-0.5474293852128047,0.1968583822556391,0.0,0.1968583822556391,0.1266216025501948,0.0,1.0
26,1403636582513555456,0.03013920783996582,1.246139441,0.0,-0.5431916672370337,0.19432765142857142,0.0,-0.5431916672370337,0.19432765142857142,0.0,0.19432765142857142,0.12483059819539334,0.0,1.0
27,1403636582563555584,0.033016979694366455,1.140739938,0.0,-0.5398647633591139,0.1626285527819549,0.0,-0.5398647633591139,0.1626285527819549,0.0,0.1626285527819549,0.10277683261804006,0.0,1.0
28,1403636582613555456,0.036025285720825195,0.909340424,0.0,-0.5363869529239015,0.09303471398496242,0.0,-0.5363869529239015,0.09303471398496242,0.0,0.09303471398496242,0.05674263184576453,0.0,1.0
29,1403636582663555584,0.03952103853225719,0.996472864,0.0,-0.5323456201939223,0.11923995909774436,0.0,-0.5323456201939223,0.11923995909774436,0.0,0.11923995909774436,0.0737016660079763,0.0,1.0
30,1403636582713555456,0.043801844120025635,0.766560601,0.0,-0.5273967119999704,0.05009341383458647,0.0,-0.5273967119999704,0.05009341383458647,0.0,0.05009341383458647,0.029895738508338262,0.0,1.0
31,1403636582763555584,0.056153059005737194,0.826514265,0.0,-0.5131178508604194,0.06812459097744362,0.0,-0.5131178508604194,0.06812459097744362,0.0,0.06812459097744362,0.041028586509548756,0.0,1.0
32,1403636582813555456,0.06113588809967041,0.924508799,0.0,-0.5073573547980689,0.09759663127819551,0.0,-0.5073573547980689,0.09759663127819551,0.0,0.09759663127819551,0.05966307298324069,0.0,1.0
33,1403636582863555584,0.06636250019073475,1.066090678,0.0,-0.5013150286812315,0.14017764751879697,0.0,-0.5013150286812315,0.14017764751879697,0.0,0.14017764751879697,0.08757478418432316,0.0,1.0
34,1403636582913555456,0.07832133769989003,1.06557807,0.0,-0.4874897830059075,0.1400234796992481,0.0,-0.4874897830059075,0.1400234796992481,0.0,0.1400234796992481,0.08747156884731798,0.0,1.0
35,1403636582963555584,0.08347558975219715,1.018302642,0.0,-0.4815311101130669,0.12580530586466168,0.0,-0.4815311101130669,0.12580530586466168,0.0,0.12580530586466168,0.07802058397708406,0.0,1.0
36,1403636583013555456,0.08845877647399902,1.019019478,0.0,-0.4757702006080936,0.1260208956390977,0.0,-0.4757702006080936,0.1260208956390977,0.0,0.1260208956390977,0.07816288798323913,0.0,1.0
37,1403636583063555584,0.10344517230987549,1.031486765,2.0,-0.45844488750303414,0.12977045563909773,0.6666666666666666,-0.45844488750303414,0.12977045563909773,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
38,1403636583113555456,0.10368365049362183,0.983604756,2.0,-0.458169190180784,0.11536985142857142,0.6666666666666666,-0.458169190180784,0.11536985142857142,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
39,1403636583163555584,0.10429930686950684,0.928899307,2.0,-0.45745744870577243,0.09891708481203008,0.6666666666666666,-0.45745744870577243,0.09891708481203008,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
40,1403636583213555456,0.11023247241973877,0.981891127,2.0,-0.4505982977806488,0.1148544742857143,0.6666666666666666,-0.4505982977806488,0.1148544742857143,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
41,1403636583263555584,0.11236870288848877,1.058159591,2.0,-0.44812866718093786,0.13779235819548868,0.6666666666666666,-0.44812866718093786,0.13779235819548868,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
42,1403636583313555456,0.11566078662872314,0.951444567,2.0,-0.4443227900245975,0.10569761413533835,0.6666666666666666,-0.4443227900245975,0.10569761413533835,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
43,1403636583363555584,0.07691860198974598,0.960457348,2.0,-0.4891114427864208,0.10840822496240603,0.6666666666666666,-0.4891114427864208,0.10840822496240603,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
44,1403636583413555456,0.07041358947753917,0.852401681,2.0,-0.4966316884652726,0.07591028000000001,0.6666666666666666,-0.4966316884652726,0.07591028000000001,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
45,1403636583463555584,0.06335830688476562,0.884174394,2.0,-0.5047880845262825,0.08546598315789473,0.6666666666666666,-0.5047880845262825,0.08546598315789473,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
46,1403636583513555456,0.07304555177688599,0.805090147,2.0,-0.4935889574833688,0.061681247218045125,0.6666666666666666,-0.4935889574833688,0.061681247218045125,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
47,1403636583563555584,0.06740009784698475,0.870762315,0.0,-0.5001154938185147,0.08143227518796993,0.0,-0.5001154938185147,0.08143227518796993,0.0,0.08143227518796993,0.04937475513219897,0.0,1.0
48,1403636583613555456,0.06276845932006836,1.008097084,0.0,-0.5054699892253545,0.12273596511278198,0.0,-0.5054699892253545,0.12273596511278198,0.0,0.12273596511278198,0.07599793308648606,0.0,1.0
