Satir_No,Timestamp [ns],static_inv_entropy,static_pose_chi2_error,static_culled_keyframes,norm_static_inv_entropy,norm_static_pose_chi2_error,norm_static_culled_keyframes,scaled_norm_static_inv_entropy,scaled_norm_static_pose_chi2_error,scaled_norm_static_culled_keyframes,combined_value,theta_p_raw,theta_p,sigma_p
1,1403638129645096960,0.062393903732299805,0.437318912,0.0,0.0721316806153755,0.1274643344360902,-0.12973333333333334,0.0721316806153755,0.1274643344360902,-0.12973333333333334,0.1274643344360902,0.0791164471224457,0.0,1.0
2,1403638129695097088,0.06099820137023915,0.429827597,0.0,0.07051815187310884,0.12521130736842104,-0.12973333333333334,0.07051815187310884,0.12521130736842104,-0.12973333333333334,0.12521130736842104,0.07762866299056033,0.0,1.0
3,1403638129745096960,0.06225180625915516,0.457555729,0.0,0.07196740607994817,0.1335505951879699,-0.12973333333333334,0.07196740607994817,0.1335505951879699,-0.12973333333333334,0.1335505951879699,0.08315230161211835,0.0,1.0
4,1403638129795097088,0.06478428840637196,0.524439335,0.0,0.07489513110563233,0.15366596541353383,-0.12973333333333334,0.07489513110563233,0.15366596541353383,-0.12973333333333334,0.15366596541353383,0.09666708964569361,0.0,1.0
5,1403638129845096960,0.06648695468902599,0.622587914,0.0,0.07686353143239999,0.183184335037594,-0.12973333333333334,0.07686353143239999,0.183184335037594,-0.12973333333333334,0.183184335037594,0.11699814158711705,0.0,1.0
6,1403638129895097088,0.06364107131957997,0.520878023,0.0,0.07357349285500574,0.15259489413533833,-0.12973333333333334,0.07357349285500574,0.15259489413533833,-0.12973333333333334,0.15259489413533833,0.09594060289611837,0.0,1.0
7,1403638129945096960,0.060407400131225586,0.476164997,0.0,0.0698351446603764,0.13914736751879697,-0.12973333333333334,0.0698351446603764,0.13914736751879697,-0.12973333333333334,0.13914736751879697,0.08688531390882624,0.0,1.0
8,1403638129995097088,0.0614917278289796,0.522473955,0.0,0.07108870269246197,0.15307487368421055,-0.12973333333333334,0.07108870269246197,0.15307487368421055,-0.12973333333333334,0.15307487368421055,0.09626606744254701,0.0,1.0
9,1403638130045096960,0.06731003522872925,0.612349265,0.0,0.07781506962858872,0.18010504210526315,-0.12973333333333334,0.07781506962858872,0.18010504210526315,-0.12973333333333334,0.18010504210526315,0.11484910373303162,0.0,1.0
10,1403638130095097088,0.07504510879516602,0.671096144,0.0,0.08675735120828441,0.19777327639097744,-0.12973333333333334,0.08675735120828441,0.19777327639097744,-0.12973333333333334,0.19777327639097744,0.12727019163772885,0.0,1.0
